,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99,Feature 100,Feature 101,Feature 102,Feature 103,Feature 104,Feature 105,Feature 106,Feature 107,Feature 108
P 95,utm_google,medium_fbigan,medium_other,browser_facebook,utm_iterable,device_desktop,pages_welcome,browser_other,avg_session_length,utm_bronto,utm_direct,browser_ie,medium_none,"DO_WITH_HAIR_\change\""""",revenue,pages_product,"COLOR_WHERE_\at_salon\""""",pages_shop,"DO_WITH_HAIR_\highlight_only\""""","COLOR_WHERE_\at_home\""""",pages_signIn,"COLOR_WHERE_\salon_and_home\""""","DO_WITH_HAIR_\not_sure\""""","DO_WITH_HAIR_\touch_up\""""",purchases,FREQUENCY_5,FREQUENCY_3,longitude,pages_support,order_type_one-time,FREQUENCY_4,pages_hair-color-chart,"NATURAL_HAIR_COLOR_\blonde\""""",customer_type_colorbar,"COMFORT_LEVEL_\comfortable\""""",FREQUENCY_7,FREQUENCY_8,customer_type_color,"COMFORT_LEVEL_\very_comfortable\""""","DO_WITH_HAIR_\color_and_highlights\""""",pages_color-translator,pages_email-unsubscribe,FREQUENCY_2,pages_how-to-color-your-hair,"COMFORT_LEVEL_\not_comfortable\""""",visitor_age,pages_faqs,"NATURAL_HAIR_COLOR_\brown\""""",pages_landing,pages_learn-more,country,customer_type_gloss,FREQUENCY_6,total_pages,state,FREQUENCY_other,pages_hair-colorist,latitude,city,pages_hair-dye-ingredients,order_type_renewal,pages_colorbar,pages_compare-shades,visit_count,"NATURAL_HAIR_COLOR_\red\""""","GRAY_LEVEL_\all\""""",pages_about,customer_type_other,"NATURAL_HAIR_COLOR_\black\""""","GRAY_LEVEL_\not_sure\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",pages_search,FREQUENCY_12,pages_blog,order_type_subscription,pages_notloggedin,customer_type_rootreboot,"HAIR_COLOR_\blonde\""""",pages_hair-color,"HAIR_COLOR_\red\""""","HAIR_COLOR_\black\""""",pages_color-advisor,"GRAY_LEVEL_\more_than_50\""""",pages_membership,predicted_future_ltr_10yr,total_customer_type,total_order_type,"GRAY_LEVEL_\less_than_50\""""",pages_checkout,pages_shopping,pages_other,pages_refer,"HAIR_COLOR_\brown\""""",pages_cart,"GRAY_LEVEL_\no_gray\""""",medium_email,device_tablet,pages_account,browser_firefox,pages_confirmation,device_mobile,pages_share,browser_safari,browser_chrome,utm_other,medium_organic,medium_cpc,utm_facebook
P 96,"GRAY_LEVEL_\less_than_50\""""","GRAY_LEVEL_\more_than_50\""""","GRAY_LEVEL_\no_gray\""""",revenue,"GRAY_LEVEL_\all\""""","DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\change\""""",order_type_renewal,FREQUENCY_8,FREQUENCY_6,FREQUENCY_4,total_order_type,total_customer_type,FREQUENCY_5,"DO_WITH_HAIR_\not_sure\""""",FREQUENCY_3,FREQUENCY_7,FREQUENCY_12,FREQUENCY_other,"DO_WITH_HAIR_\highlight_only\""""",customer_type_color,FREQUENCY_2,"GRAY_LEVEL_\not_sure\""""","DO_WITH_HAIR_\color_and_highlights\""""",pages_checkout,customer_type_rootreboot,pages_landing,utm_google,browser_ie,pages_product,customer_type_colorbar,pages_shop,pages_refer,pages_hair-color,pages_notloggedin,medium_other,utm_iterable,device_desktop,country,browser_chrome,browser_firefox,pages_about,pages_learn-more,medium_email,utm_direct,total_pages,pages_hair-dye-ingredients,pages_hair-colorist,utm_facebook,customer_type_other,medium_none,pages_compare-shades,utm_other,pages_how-to-color-your-hair,longitude,visit_count,pages_account,pages_search,medium_fbigan,pages_email-unsubscribe,avg_session_length,browser_safari,latitude,pages_faqs,device_mobile,pages_membership,city,pages_colorbar,"COMFORT_LEVEL_\very_comfortable\""""",pages_welcome,pages_hair-color-chart,state,"COMFORT_LEVEL_\comfortable\""""",pages_other,pages_confirmation,"COMFORT_LEVEL_\somewhat_comfortable\""""",visitor_age,pages_support,device_tablet,"COMFORT_LEVEL_\not_comfortable\""""",browser_other,pages_blog,pages_color-translator,medium_organic,pages_color-advisor,browser_facebook,medium_cpc,pages_cart,pages_signIn,pages_share,pages_shopping,predicted_future_ltr_10yr,utm_bronto,"HAIR_COLOR_\black\""""",order_type_subscription,order_type_one-time,customer_type_gloss,"HAIR_COLOR_\red\""""","HAIR_COLOR_\blonde\""""","COLOR_WHERE_\salon_and_home\""""","HAIR_COLOR_\brown\""""","COLOR_WHERE_\at_salon\""""","COLOR_WHERE_\at_home\""""","NATURAL_HAIR_COLOR_\red\""""","NATURAL_HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\blonde\""""",purchases,"NATURAL_HAIR_COLOR_\brown\"""""
P 97,revenue,"NATURAL_HAIR_COLOR_\brown\""""",order_type_renewal,"NATURAL_HAIR_COLOR_\blonde\""""","NATURAL_HAIR_COLOR_\black\""""",total_order_type,total_customer_type,"COLOR_WHERE_\at_home\""""","NATURAL_HAIR_COLOR_\red\""""","COLOR_WHERE_\at_salon\""""","COLOR_WHERE_\salon_and_home\""""","HAIR_COLOR_\brown\""""","HAIR_COLOR_\blonde\""""","HAIR_COLOR_\red\""""",medium_email,"HAIR_COLOR_\black\""""",pages_color-advisor,country,longitude,pages_share,utm_facebook,pages_signIn,pages_confirmation,customer_type_gloss,utm_other,utm_google,avg_session_length,pages_hair-colorist,browser_chrome,pages_email-unsubscribe,latitude,pages_hair-dye-ingredients,device_mobile,browser_facebook,pages_compare-shades,pages_how-to-color-your-hair,pages_search,pages_refer,pages_membership,customer_type_rootreboot,browser_other,pages_color-translator,pages_checkout,browser_ie,device_tablet,medium_organic,pages_hair-color-chart,visitor_age,city,pages_colorbar,customer_type_color,state,pages_shop,total_pages,visit_count,pages_cart,pages_welcome,pages_support,pages_about,browser_firefox,pages_faqs,pages_blog,device_desktop,"COMFORT_LEVEL_\not_comfortable\""""","COMFORT_LEVEL_\comfortable\""""",pages_other,medium_fbigan,medium_cpc,medium_none,"COMFORT_LEVEL_\very_comfortable\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",pages_product,browser_safari,utm_direct,customer_type_other,"GRAY_LEVEL_\not_sure\""""",pages_learn-more,pages_landing,utm_iterable,pages_account,"DO_WITH_HAIR_\color_and_highlights\""""",medium_other,pages_shopping,customer_type_colorbar,pages_hair-color,"DO_WITH_HAIR_\highlight_only\""""",utm_bronto,pages_notloggedin,FREQUENCY_12,FREQUENCY_other,predicted_future_ltr_10yr,"DO_WITH_HAIR_\not_sure\""""",FREQUENCY_2,"DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\change\""""",FREQUENCY_3,FREQUENCY_7,FREQUENCY_5,order_type_subscription,FREQUENCY_4,FREQUENCY_6,order_type_one-time,FREQUENCY_8,"GRAY_LEVEL_\all\""""","GRAY_LEVEL_\no_gray\""""","GRAY_LEVEL_\more_than_50\""""","GRAY_LEVEL_\less_than_50\""""",purchases
P 98,"COLOR_WHERE_\at_home\""""","COLOR_WHERE_\at_salon\""""","COLOR_WHERE_\salon_and_home\""""","HAIR_COLOR_\brown\""""","HAIR_COLOR_\blonde\""""","HAIR_COLOR_\red\""""","HAIR_COLOR_\black\""""",purchases,predicted_future_ltr_10yr,medium_email,utm_google,utm_facebook,customer_type_color,customer_type_rootreboot,pages_shop,visitor_age,customer_type_other,pages_landing,utm_other,"COMFORT_LEVEL_\comfortable\""""",pages_notloggedin,customer_type_colorbar,pages_shopping,avg_session_length,browser_ie,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_hair-color,pages_account,order_type_subscription,"COMFORT_LEVEL_\very_comfortable\""""",device_desktop,pages_learn-more,pages_cart,pages_refer,browser_safari,latitude,visit_count,total_pages,pages_color-advisor,order_type_one-time,pages_blog,pages_share,pages_hair-colorist,pages_about,"COMFORT_LEVEL_\not_comfortable\""""",pages_email-unsubscribe,pages_other,pages_membership,"GRAY_LEVEL_\more_than_50\""""",city,pages_faqs,state,browser_other,browser_firefox,"GRAY_LEVEL_\all\""""",pages_checkout,pages_support,device_mobile,pages_welcome,utm_direct,browser_chrome,medium_none,pages_how-to-color-your-hair,longitude,pages_hair-color-chart,pages_color-translator,browser_facebook,country,device_tablet,pages_product,pages_hair-dye-ingredients,pages_colorbar,pages_signIn,"GRAY_LEVEL_\not_sure\""""",order_type_renewal,"GRAY_LEVEL_\less_than_50\""""",pages_search,pages_compare-shades,"DO_WITH_HAIR_\color_and_highlights\""""","GRAY_LEVEL_\no_gray\""""","DO_WITH_HAIR_\not_sure\""""",total_customer_type,total_order_type,utm_bronto,"DO_WITH_HAIR_\touch_up\""""",medium_other,pages_confirmation,medium_fbigan,medium_organic,medium_cpc,"DO_WITH_HAIR_\change\""""",utm_iterable,customer_type_gloss,"DO_WITH_HAIR_\highlight_only\""""",revenue,FREQUENCY_other,FREQUENCY_12,"NATURAL_HAIR_COLOR_\red\""""","NATURAL_HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\blonde\""""",FREQUENCY_2,"NATURAL_HAIR_COLOR_\brown\""""",FREQUENCY_7,FREQUENCY_3,FREQUENCY_5,FREQUENCY_6,FREQUENCY_4,FREQUENCY_8
P 99,utm_iterable,utm_bronto,medium_other,medium_cpc,medium_organic,medium_fbigan,pages_product,"COLOR_WHERE_\at_salon\""""","COLOR_WHERE_\at_home\""""",revenue,"COLOR_WHERE_\salon_and_home\""""","HAIR_COLOR_\brown\""""","HAIR_COLOR_\blonde\""""",predicted_future_ltr_10yr,"DO_WITH_HAIR_\touch_up\""""","HAIR_COLOR_\red\""""",browser_facebook,"DO_WITH_HAIR_\change\""""",device_mobile,pages_support,browser_chrome,utm_direct,"DO_WITH_HAIR_\not_sure\""""","HAIR_COLOR_\black\""""",order_type_renewal,visit_count,customer_type_rootreboot,"COMFORT_LEVEL_\not_comfortable\""""","DO_WITH_HAIR_\color_and_highlights\""""",customer_type_color,pages_how-to-color-your-hair,state,browser_safari,pages_faqs,customer_type_other,pages_confirmation,pages_landing,pages_color-translator,"GRAY_LEVEL_\not_sure\""""",country,longitude,pages_hair-colorist,city,latitude,pages_welcome,pages_colorbar,pages_hair-dye-ingredients,pages_learn-more,"COMFORT_LEVEL_\comfortable\""""",pages_about,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_account,total_pages,customer_type_colorbar,order_type_one-time,"GRAY_LEVEL_\all\""""",pages_notloggedin,pages_checkout,order_type_subscription,pages_search,"DO_WITH_HAIR_\highlight_only\""""",pages_refer,pages_hair-color-chart,browser_firefox,"GRAY_LEVEL_\no_gray\""""",pages_hair-color,pages_compare-shades,pages_blog,pages_signIn,"COMFORT_LEVEL_\very_comfortable\""""",device_desktop,pages_other,device_tablet,pages_membership,customer_type_gloss,"GRAY_LEVEL_\more_than_50\""""",total_order_type,total_customer_type,"GRAY_LEVEL_\less_than_50\""""",visitor_age,pages_share,pages_email-unsubscribe,FREQUENCY_12,"NATURAL_HAIR_COLOR_\red\""""",FREQUENCY_other,browser_other,pages_shopping,pages_color-advisor,avg_session_length,browser_ie,pages_cart,FREQUENCY_2,pages_shop,"NATURAL_HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\blonde\""""",purchases,"NATURAL_HAIR_COLOR_\brown\""""",FREQUENCY_7,FREQUENCY_3,FREQUENCY_5,FREQUENCY_4,FREQUENCY_6,medium_none,FREQUENCY_8,utm_other,utm_google,utm_facebook,medium_email
P 100,medium_none,utm_iterable,utm_facebook,utm_google,utm_other,utm_bronto,"DO_WITH_HAIR_\change\""""","COLOR_WHERE_\at_salon\""""","COLOR_WHERE_\at_home\""""",pages_product,"DO_WITH_HAIR_\touch_up\""""","COLOR_WHERE_\salon_and_home\""""",pages_notloggedin,"DO_WITH_HAIR_\not_sure\""""",purchases,longitude,predicted_future_ltr_10yr,device_mobile,browser_other,pages_checkout,"DO_WITH_HAIR_\color_and_highlights\""""","DO_WITH_HAIR_\highlight_only\""""",pages_learn-more,customer_type_rootreboot,browser_safari,pages_support,pages_compare-shades,pages_color-advisor,pages_refer,visit_count,"COMFORT_LEVEL_\not_comfortable\""""",pages_how-to-color-your-hair,device_tablet,pages_faqs,pages_about,"COMFORT_LEVEL_\comfortable\""""",FREQUENCY_12,pages_search,"GRAY_LEVEL_\less_than_50\""""",FREQUENCY_other,order_type_one-time,pages_landing,browser_chrome,pages_hair-color,pages_hair-dye-ingredients,"HAIR_COLOR_\blonde\""""",pages_shop,customer_type_color,pages_membership,pages_color-translator,country,"GRAY_LEVEL_\not_sure\""""","COMFORT_LEVEL_\very_comfortable\""""",FREQUENCY_2,pages_hair-colorist,order_type_subscription,pages_hair-color-chart,"COMFORT_LEVEL_\somewhat_comfortable\""""",pages_other,total_pages,FREQUENCY_3,FREQUENCY_7,customer_type_gloss,"GRAY_LEVEL_\more_than_50\""""","GRAY_LEVEL_\no_gray\""""",order_type_renewal,pages_email-unsubscribe,pages_confirmation,customer_type_colorbar,pages_shopping,browser_facebook,"HAIR_COLOR_\red\""""",browser_ie,revenue,pages_cart,FREQUENCY_4,pages_colorbar,browser_firefox,"HAIR_COLOR_\brown\""""","GRAY_LEVEL_\all\""""",state,pages_blog,latitude,customer_type_other,"NATURAL_HAIR_COLOR_\black\""""",total_order_type,total_customer_type,device_desktop,FREQUENCY_5,FREQUENCY_6,pages_share,"NATURAL_HAIR_COLOR_\red\""""",city,pages_signIn,avg_session_length,"HAIR_COLOR_\black\""""",FREQUENCY_8,visitor_age,pages_account,pages_welcome,"NATURAL_HAIR_COLOR_\blonde\""""","NATURAL_HAIR_COLOR_\brown\""""",medium_organic,medium_fbigan,medium_cpc,medium_other,medium_email,utm_direct
P 101,utm_direct,browser_facebook,browser_chrome,browser_safari,browser_other,browser_ie,browser_firefox,revenue,purchases,pages_checkout,"HAIR_COLOR_\blonde\""""","HAIR_COLOR_\brown\""""","HAIR_COLOR_\red\""""",state,"GRAY_LEVEL_\less_than_50\""""",visitor_age,device_mobile,"HAIR_COLOR_\black\""""","NATURAL_HAIR_COLOR_\blonde\""""",pages_account,"GRAY_LEVEL_\all\""""",customer_type_other,pages_shop,pages_landing,"DO_WITH_HAIR_\change\""""","NATURAL_HAIR_COLOR_\black\""""",device_tablet,pages_hair-color,"NATURAL_HAIR_COLOR_\red\""""",pages_notloggedin,pages_product,visit_count,longitude,pages_other,"DO_WITH_HAIR_\color_and_highlights\""""",pages_share,pages_colorbar,"DO_WITH_HAIR_\touch_up\""""",pages_learn-more,"DO_WITH_HAIR_\not_sure\""""",order_type_one-time,pages_color-translator,country,customer_type_gloss,"COLOR_WHERE_\salon_and_home\""""",pages_how-to-color-your-hair,pages_support,order_type_renewal,pages_faqs,pages_search,pages_about,pages_hair-color-chart,pages_refer,pages_compare-shades,predicted_future_ltr_10yr,total_pages,FREQUENCY_3,"GRAY_LEVEL_\not_sure\""""",pages_hair-dye-ingredients,"COLOR_WHERE_\at_salon\""""","NATURAL_HAIR_COLOR_\brown\""""",pages_blog,pages_membership,pages_shopping,pages_hair-colorist,pages_email-unsubscribe,customer_type_rootreboot,FREQUENCY_2,customer_type_colorbar,FREQUENCY_5,"GRAY_LEVEL_\more_than_50\""""",customer_type_color,FREQUENCY_7,FREQUENCY_12,FREQUENCY_8,"COLOR_WHERE_\at_home\""""",order_type_subscription,FREQUENCY_other,"COMFORT_LEVEL_\not_comfortable\""""",FREQUENCY_6,latitude,"COMFORT_LEVEL_\comfortable\""""",pages_signIn,avg_session_length,pages_color-advisor,pages_welcome,pages_confirmation,pages_cart,city,device_desktop,"GRAY_LEVEL_\no_gray\""""",FREQUENCY_4,"COMFORT_LEVEL_\very_comfortable\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",total_customer_type,total_order_type,"DO_WITH_HAIR_\highlight_only\""""",utm_bronto,utm_other,utm_iterable,utm_google,utm_facebook,medium_organic,medium_fbigan,medium_cpc,medium_other,medium_email,medium_none
P 102,utm_google,revenue,pages_confirmation,"DO_WITH_HAIR_\change\""""","HAIR_COLOR_\black\""""",pages_shop,"NATURAL_HAIR_COLOR_\brown\""""",FREQUENCY_8,"DO_WITH_HAIR_\touch_up\""""","GRAY_LEVEL_\more_than_50\""""",predicted_future_ltr_10yr,visitor_age,device_mobile,order_type_one-time,FREQUENCY_6,"NATURAL_HAIR_COLOR_\blonde\""""",device_tablet,"GRAY_LEVEL_\all\""""",pages_hair-color-chart,"DO_WITH_HAIR_\color_and_highlights\""""",FREQUENCY_4,FREQUENCY_7,pages_signIn,pages_colorbar,pages_account,pages_share,pages_blog,"NATURAL_HAIR_COLOR_\red\""""",pages_compare-shades,pages_learn-more,pages_how-to-color-your-hair,pages_faqs,"COLOR_WHERE_\salon_and_home\""""",pages_membership,pages_hair-dye-ingredients,FREQUENCY_3,pages_about,pages_other,pages_search,pages_color-translator,FREQUENCY_2,pages_hair-color,pages_notloggedin,pages_cart,FREQUENCY_other,pages_product,FREQUENCY_12,total_order_type,total_customer_type,pages_support,customer_type_gloss,pages_shopping,customer_type_color,customer_type_other,total_pages,customer_type_rootreboot,pages_hair-colorist,"GRAY_LEVEL_\not_sure\""""",visit_count,"GRAY_LEVEL_\no_gray\""""",latitude,customer_type_colorbar,pages_landing,"DO_WITH_HAIR_\highlight_only\""""",pages_email-unsubscribe,"COLOR_WHERE_\at_salon\""""",order_type_subscription,country,pages_color-advisor,pages_welcome,"COMFORT_LEVEL_\not_comfortable\""""","GRAY_LEVEL_\less_than_50\""""","HAIR_COLOR_\red\""""",order_type_renewal,longitude,"HAIR_COLOR_\blonde\""""","COMFORT_LEVEL_\somewhat_comfortable\""""","COLOR_WHERE_\at_home\""""",city,device_desktop,"COMFORT_LEVEL_\comfortable\""""",avg_session_length,state,"HAIR_COLOR_\brown\""""",utm_bronto,pages_checkout,utm_facebook,pages_refer,utm_other,FREQUENCY_5,utm_iterable,"DO_WITH_HAIR_\not_sure\""""",purchases,"NATURAL_HAIR_COLOR_\black\""""","COMFORT_LEVEL_\very_comfortable\""""",utm_direct,medium_fbigan,medium_other,medium_email,medium_none,medium_cpc,medium_organic,browser_firefox,browser_ie,browser_other,browser_facebook,browser_chrome,browser_safari
P 103,pages_product,pages_shop,pages_checkout,pages_color-advisor,pages_cart,pages_signIn,pages_welcome,pages_account,pages_shopping,pages_blog,device_mobile,pages_email-unsubscribe,pages_confirmation,device_desktop,pages_compare-shades,pages_support,pages_colorbar,pages_other,device_tablet,pages_how-to-color-your-hair,pages_refer,pages_hair-color-chart,pages_learn-more,pages_search,pages_membership,pages_hair-color,pages_share,pages_faqs,pages_landing,pages_about,pages_hair-dye-ingredients,pages_notloggedin,pages_hair-colorist,pages_color-translator,customer_type_color,utm_direct,customer_type_gloss,utm_facebook,utm_iterable,customer_type_rootreboot,utm_google,utm_other,total_order_type,customer_type_other,utm_bronto,customer_type_colorbar,browser_safari,browser_chrome,browser_facebook,browser_other,browser_ie,browser_firefox,medium_none,visit_count,city,FREQUENCY_8,revenue,"DO_WITH_HAIR_\change\""""",FREQUENCY_7,FREQUENCY_2,state,FREQUENCY_5,"DO_WITH_HAIR_\not_sure\""""","GRAY_LEVEL_\less_than_50\""""","DO_WITH_HAIR_\highlight_only\""""","GRAY_LEVEL_\all\""""","DO_WITH_HAIR_\touch_up\""""",medium_email,FREQUENCY_other,"COLOR_WHERE_\salon_and_home\""""","NATURAL_HAIR_COLOR_\black\""""",visitor_age,FREQUENCY_6,FREQUENCY_12,"COLOR_WHERE_\at_salon\""""",medium_organic,"COMFORT_LEVEL_\somewhat_comfortable\""""",medium_fbigan,FREQUENCY_4,"GRAY_LEVEL_\not_sure\""""",medium_other,FREQUENCY_3,predicted_future_ltr_10yr,"DO_WITH_HAIR_\color_and_highlights\""""","HAIR_COLOR_\red\""""","NATURAL_HAIR_COLOR_\blonde\""""","COLOR_WHERE_\at_home\""""","NATURAL_HAIR_COLOR_\red\""""","GRAY_LEVEL_\no_gray\""""","COMFORT_LEVEL_\very_comfortable\""""","COMFORT_LEVEL_\comfortable\""""","GRAY_LEVEL_\more_than_50\""""","HAIR_COLOR_\black\""""",longitude,"COMFORT_LEVEL_\not_comfortable\""""","NATURAL_HAIR_COLOR_\brown\""""","HAIR_COLOR_\brown\""""","HAIR_COLOR_\blonde\""""",medium_cpc,total_pages,purchases,avg_session_length,latitude,country,total_customer_type,order_type_subscription,order_type_renewal,order_type_one-time
P 104,customer_type_color,customer_type_gloss,device_mobile,device_desktop,customer_type_rootreboot,total_order_type,order_type_one-time,order_type_renewal,device_tablet,customer_type_other,order_type_subscription,customer_type_colorbar,utm_direct,utm_facebook,utm_iterable,utm_google,utm_other,utm_bronto,browser_safari,browser_other,purchases,browser_ie,browser_firefox,browser_chrome,browser_facebook,"COLOR_WHERE_\at_home\""""",city,"COLOR_WHERE_\at_salon\""""","HAIR_COLOR_\red\""""",visit_count,FREQUENCY_2,"DO_WITH_HAIR_\not_sure\""""","NATURAL_HAIR_COLOR_\blonde\""""","DO_WITH_HAIR_\highlight_only\""""","COMFORT_LEVEL_\comfortable\""""",FREQUENCY_3,"NATURAL_HAIR_COLOR_\brown\""""",FREQUENCY_6,"COLOR_WHERE_\salon_and_home\""""",FREQUENCY_7,FREQUENCY_12,"NATURAL_HAIR_COLOR_\black\""""","GRAY_LEVEL_\not_sure\""""",FREQUENCY_8,"GRAY_LEVEL_\no_gray\""""",visitor_age,predicted_future_ltr_10yr,"GRAY_LEVEL_\all\""""","GRAY_LEVEL_\less_than_50\""""","COMFORT_LEVEL_\not_comfortable\""""","DO_WITH_HAIR_\color_and_highlights\""""",FREQUENCY_4,"COMFORT_LEVEL_\somewhat_comfortable\""""",revenue,FREQUENCY_5,"HAIR_COLOR_\black\""""",longitude,"DO_WITH_HAIR_\touch_up\""""","DO_WITH_HAIR_\change\""""","COMFORT_LEVEL_\very_comfortable\""""",FREQUENCY_other,"HAIR_COLOR_\brown\""""","NATURAL_HAIR_COLOR_\red\""""",total_pages,state,"GRAY_LEVEL_\more_than_50\""""","HAIR_COLOR_\blonde\""""",medium_none,avg_session_length,medium_fbigan,medium_organic,medium_other,medium_cpc,latitude,medium_email,country,pages_color-translator,pages_hair-colorist,pages_notloggedin,pages_hair-dye-ingredients,pages_about,pages_landing,pages_faqs,pages_share,pages_hair-color,pages_membership,pages_search,pages_learn-more,pages_hair-color-chart,pages_refer,pages_how-to-color-your-hair,pages_other,pages_colorbar,pages_support,pages_compare-shades,pages_confirmation,pages_email-unsubscribe,pages_blog,pages_shopping,pages_account,pages_welcome,pages_signIn,pages_cart,pages_color-advisor,pages_checkout,pages_shop,pages_product,total_customer_type
P 105,order_type_one-time,order_type_renewal,order_type_subscription,device_mobile,device_desktop,device_tablet,total_order_type,pages_product,pages_shop,pages_checkout,pages_color-advisor,pages_cart,pages_signIn,pages_welcome,pages_account,pages_shopping,pages_blog,pages_email-unsubscribe,pages_confirmation,pages_compare-shades,pages_support,pages_colorbar,pages_other,pages_how-to-color-your-hair,pages_refer,pages_hair-color-chart,pages_learn-more,pages_search,pages_membership,pages_hair-color,pages_share,pages_faqs,pages_landing,pages_about,pages_hair-dye-ingredients,pages_notloggedin,pages_hair-colorist,pages_color-translator,browser_safari,browser_chrome,medium_none,browser_facebook,medium_email,browser_other,medium_other,browser_ie,medium_cpc,medium_fbigan,browser_firefox,medium_organic,city,FREQUENCY_8,purchases,FREQUENCY_4,"GRAY_LEVEL_\not_sure\""""",FREQUENCY_2,visit_count,"NATURAL_HAIR_COLOR_\blonde\""""",FREQUENCY_12,FREQUENCY_3,"NATURAL_HAIR_COLOR_\red\""""","COMFORT_LEVEL_\very_comfortable\""""",revenue,"DO_WITH_HAIR_\change\""""","COLOR_WHERE_\salon_and_home\""""","DO_WITH_HAIR_\color_and_highlights\""""","COMFORT_LEVEL_\not_comfortable\""""",FREQUENCY_7,"DO_WITH_HAIR_\highlight_only\""""","COMFORT_LEVEL_\comfortable\""""","HAIR_COLOR_\brown\""""","COLOR_WHERE_\at_salon\""""","NATURAL_HAIR_COLOR_\black\""""",total_pages,"GRAY_LEVEL_\less_than_50\""""","GRAY_LEVEL_\more_than_50\""""",FREQUENCY_6,predicted_future_ltr_10yr,"DO_WITH_HAIR_\not_sure\""""",state,"DO_WITH_HAIR_\touch_up\""""","COMFORT_LEVEL_\somewhat_comfortable\""""",FREQUENCY_5,"COLOR_WHERE_\at_home\""""","HAIR_COLOR_\blonde\""""","NATURAL_HAIR_COLOR_\brown\""""","HAIR_COLOR_\red\""""","HAIR_COLOR_\black\""""",FREQUENCY_other,visitor_age,"GRAY_LEVEL_\no_gray\""""",longitude,"GRAY_LEVEL_\all\""""",avg_session_length,latitude,country,total_customer_type,utm_bronto,utm_other,customer_type_colorbar,customer_type_other,utm_google,utm_iterable,utm_facebook,utm_direct,customer_type_rootreboot,customer_type_gloss,customer_type_color
